Age Group,Annual Income,Education,Occupation,Leisure Travel Frequency,Business Travel Frequency,Preferred Hotel Type,Advance Booking Days,Stay Length (Nights),ADR Budget,Booking Priority,Use Price Comparison,Trust AI,Price Prediction Importance,Desired Features,Platforms Used,Booking Challenges,Booking Device,Subscription Willingness,Use Bundle Feature,Pay More for Sustainability,Refer Platform,Booking Motivation 1,Booking Motivation 2,Delayed Booking for Drop,Additional Features
18–24,1027251,PhD or Higher,Business Owner,Every quarter,Never,Resort Hotel,8–14 days,3–5,2000–4000,Best amenities,Sometimes,No,Neutral,Hotel comparison engine,"MakeMyTrip, Booking.com","Poor UI/UX, Lack of transparent pricing, Booking too late",Travel Agent,Depends on the savings,Probably,Only if price difference is small,Not Likely,Reviews,Amenities,No,AI chatbot
45–54,873823,Master’s Degree,Retired,Every quarter,Occasionally,Resort Hotel,1–3 days,3–5,2000–4000,Best amenities,Never,Yes,Extremely Important,"Hotel comparison engine, Customer reviews","Goibibo, Booking.com","Hidden charges, Lack of transparent pricing, Poor UI/UX",Desktop Website,₹299+,Unsure,Only if price difference is small,Absolutely,Location,Reviews,Yes,
35–44,204073,Master’s Degree,Freelancer,Monthly or more,Weekly,Resort Hotel,Same day,2,4000–7000,Lowest price,Sometimes,Yes,Not Important,"Real-time price predictions, Hotel comparison engine","MakeMyTrip, Airbnb, Agoda","Prices fluctuate too much, Lack of transparent pricing",Mobile App,₹299+,Unsure,No,Maybe,Location,Brand name,No,Early check-in
25–34,87629,Bachelor’s Degree,Working Professional,Once a year,Occasionally,Resort Hotel,8–14 days,2,2000–4000,Lowest price,Rarely,No,Neutral,"Customer reviews, Hotel comparison engine","Booking.com, OYO",Prices fluctuate too much,Desktop Website,₹99,Definitely,"Yes, definitely",Not Likely,Brand name,Price,No,
18–24,892295,Master’s Degree,Working Professional,2–3 times a year,Weekly,No Preference,4–7 days,2,7000–10000,Best amenities,Rarely,Maybe,Not Important,Customer reviews,"Others, Agoda, OYO","Poor UI/UX, Prices fluctuate too much, Lack of transparent pricing",Desktop Website,₹0,Probably,"Yes, definitely",Not Likely,Brand name,Location,No,
25–34,3203,Master’s Degree,Freelancer,2–3 times a year,Weekly,No Preference,15+ days,1,<2000,Lowest price,Never,Yes,Neutral,"Targeted discount alerts, Hotel comparison engine, Real-time price predictions","OYO, Goibibo, MakeMyTrip","Limited deals, Poor UI/UX, Booking too late",Travel Agent,₹0,Definitely,"Yes, definitely",Absolutely,Location,Amenities,No,AI chatbot
25–34,479764,Master’s Degree,Student,2–3 times a year,1–2 times a quarter,No Preference,Same day,2,>10000,Balanced,Rarely,Maybe,Somewhat Important,"Hotel comparison engine, Targeted discount alerts, Real-time price predictions, Customer reviews","MakeMyTrip, OYO, Others, Booking.com","Hidden charges, Booking too late",Mobile App,Depends on the savings,Probably,Only if price difference is small,Maybe,Brand name,Brand name,Yes,AI chatbot
35–44,499582,Bachelor’s Degree,Student,Rarely,Occasionally,No Preference,8–14 days,6–10,2000–4000,Balanced,Sometimes,No,Somewhat Important,"Real-time price predictions, Hotel comparison engine, Personalized stay duration suggestions","Goibibo, Booking.com","Poor UI/UX, Hidden charges",Desktop Website,₹99,Never,"Yes, definitely",Not Likely,Brand name,Location,Yes,Early check-in
35–44,502568,High School,Business Owner,Every quarter,Occasionally,City Hotel,Same day,6–10,4000–7000,Best amenities,Rarely,No,Extremely Important,"Real-time price predictions, Customer reviews, Hotel comparison engine","Others, MakeMyTrip, Agoda",Hidden charges,Desktop Website,₹99,Unsure,Only if price difference is small,Not Likely,Reviews,Brand name,Yes,
45–54,756712,Master’s Degree,Freelancer,Once a year,1–2 times a quarter,Resort Hotel,4–7 days,3–5,2000–4000,Balanced,Rarely,Yes,Somewhat Important,"Customer reviews, Personalized stay duration suggestions","Booking.com, OYO","Lack of transparent pricing, Booking too late, Poor UI/UX",Mobile App,₹299+,Probably,Only if price difference is small,Absolutely,Price,Reviews,Yes,
25–34,715704,Bachelor’s Degree,Student,Rarely,Monthly,Resort Hotel,1–3 days,3–5,<2000,Best amenities,Sometimes,Yes,Neutral,"Targeted discount alerts, Hotel comparison engine","Booking.com, Goibibo",Poor UI/UX,Travel Agent,₹99,Unsure,Only if price difference is small,Absolutely,Amenities,Location,No,
18–24,1648310,Bachelor’s Degree,Freelancer,Every quarter,Occasionally,Resort Hotel,8–14 days,1,7000–10000,Balanced,Rarely,No,Extremely Important,"Targeted discount alerts, Real-time price predictions","Booking.com, MakeMyTrip, OYO, Others","Lack of transparent pricing, Limited deals",Desktop Website,₹199,Unsure,No,Maybe,Location,Amenities,No,
35–44,500681,Other,Retired,Every quarter,Never,City Hotel,Same day,6–10,2000–4000,Best amenities,Never,Yes,Extremely Important,"Hotel comparison engine, Targeted discount alerts, Customer reviews","Agoda, MakeMyTrip, Goibibo, OYO",Lack of transparent pricing,Mobile App,Depends on the savings,Probably Not,"Yes, definitely",Maybe,Amenities,Reviews,No,Early check-in
35–44,54076,Bachelor’s Degree,Working Professional,Once a year,1–2 times a quarter,No Preference,Same day,1,4000–7000,Balanced,Sometimes,Maybe,Somewhat Important,"Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts","Agoda, OYO, MakeMyTrip",Hidden charges,Mobile App,₹199,Definitely,Only if price difference is small,Absolutely,Location,Location,No,
35–44,582192,Master’s Degree,Working Professional,Once a year,Occasionally,Resort Hotel,Same day,6–10,4000–7000,Balanced,Sometimes,Yes,Not Important,"Real-time price predictions, Hotel comparison engine","Airbnb, Goibibo, Booking.com, Agoda",Booking too late,Desktop Website,₹0,Probably,"Yes, definitely",Maybe,Location,Brand name,No,Late check-out
45–54,179026,Bachelor’s Degree,Working Professional,Once a year,Monthly,No Preference,1–3 days,3–5,2000–4000,Lowest price,Always,Yes,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts","MakeMyTrip, Agoda","Prices fluctuate too much, Poor UI/UX",Desktop Website,₹299+,Never,No,Absolutely,Price,Reviews,No,AI chatbot
25–34,34862,Master’s Degree,Freelancer,Rarely,Occasionally,No Preference,Same day,2,2000–4000,Lowest price,Always,Yes,Somewhat Important,"Personalized stay duration suggestions, Real-time price predictions, Hotel comparison engine, Customer reviews","Booking.com, MakeMyTrip, Goibibo",Booking too late,Desktop Website,₹199,Probably Not,"Yes, definitely",Not Likely,Location,Amenities,No,AI chatbot
35–44,212234,Other,Freelancer,Monthly or more,Weekly,City Hotel,15+ days,6–10,4000–7000,Lowest price,Sometimes,Yes,Extremely Important,Targeted discount alerts,"OYO, MakeMyTrip, Booking.com, Airbnb","Limited deals, Lack of transparent pricing, Poor UI/UX",Travel Agent,Depends on the savings,Definitely,No,Absolutely,Location,Location,Yes,Late check-out
25–34,23410,Bachelor’s Degree,Business Owner,Once a year,Never,City Hotel,15+ days,1,<2000,Lowest price,Sometimes,No,Somewhat Important,"Targeted discount alerts, Personalized stay duration suggestions, Hotel comparison engine, Customer reviews","OYO, Goibibo, Agoda, Others",Lack of transparent pricing,Travel Agent,₹199,Never,Only if price difference is small,Absolutely,Price,Brand name,Yes,
18–24,1815097,High School,Working Professional,Monthly or more,1–2 times a quarter,No Preference,Same day,3–5,4000–7000,Lowest price,Always,Yes,Neutral,"Targeted discount alerts, Hotel comparison engine, Personalized stay duration suggestions","MakeMyTrip, Goibibo","Hidden charges, Booking too late",Mobile App,₹199,Never,Only if price difference is small,Absolutely,Brand name,Brand name,Yes,
18–24,692451,Bachelor’s Degree,Business Owner,Rarely,Weekly,Resort Hotel,15+ days,3–5,7000–10000,Lowest price,Never,No,Extremely Important,"Personalized stay duration suggestions, Real-time price predictions, Targeted discount alerts","Others, Booking.com, OYO","Poor UI/UX, Booking too late",Mobile App,₹99,Unsure,No,Not Likely,Amenities,Reviews,Yes,AI chatbot
18–24,709952,High School,Working Professional,Monthly or more,Monthly,Resort Hotel,8–14 days,2,<2000,Best amenities,Rarely,No,Somewhat Important,"Customer reviews, Personalized stay duration suggestions","Others, Booking.com",Limited deals,Desktop Website,₹299+,Definitely,Only if price difference is small,Maybe,Location,Location,Yes,
35–44,11185,Master’s Degree,Business Owner,2–3 times a year,Weekly,City Hotel,15+ days,3–5,<2000,Best amenities,Rarely,Yes,Not Important,"Personalized stay duration suggestions, Customer reviews, Hotel comparison engine, Targeted discount alerts",Agoda,"Lack of transparent pricing, Booking too late, Prices fluctuate too much",Mobile App,₹0,Probably Not,"Yes, definitely",Maybe,Price,Brand name,Yes,Late check-out
25–34,335343,PhD or Higher,Business Owner,Monthly or more,Weekly,City Hotel,Same day,3–5,4000–7000,Lowest price,Rarely,Maybe,Neutral,"Customer reviews, Targeted discount alerts","MakeMyTrip, OYO, Goibibo","Lack of transparent pricing, Limited deals, Prices fluctuate too much",Travel Agent,Depends on the savings,Probably,"Yes, definitely",Maybe,Location,Reviews,Yes,Late check-out
25–34,574892,Bachelor’s Degree,Retired,Once a year,Monthly,City Hotel,4–7 days,3–5,2000–4000,Best amenities,Sometimes,Yes,Not Important,"Targeted discount alerts, Hotel comparison engine, Real-time price predictions, Personalized stay duration suggestions",OYO,"Hidden charges, Prices fluctuate too much, Lack of transparent pricing",Mobile App,Depends on the savings,Probably,No,Absolutely,Price,Price,No,Late check-out
45–54,159845,Bachelor’s Degree,Business Owner,Rarely,Weekly,City Hotel,8–14 days,1,2000–4000,Lowest price,Never,Maybe,Neutral,"Targeted discount alerts, Customer reviews, Real-time price predictions","Airbnb, Agoda, Booking.com","Limited deals, Poor UI/UX",Mobile App,₹0,Probably Not,"Yes, definitely",Absolutely,Amenities,Brand name,No,Late check-out
25–34,277720,Bachelor’s Degree,Freelancer,Once a year,1–2 times a quarter,City Hotel,1–3 days,6–10,<2000,Best amenities,Always,Maybe,Not Important,"Personalized stay duration suggestions, Hotel comparison engine",Airbnb,"Booking too late, Poor UI/UX",Desktop Website,Depends on the savings,Unsure,Only if price difference is small,Maybe,Reviews,Reviews,No,AI chatbot
25–34,89338,Master’s Degree,Business Owner,2–3 times a year,Occasionally,City Hotel,Same day,2,4000–7000,Balanced,Never,Yes,Somewhat Important,Personalized stay duration suggestions,"MakeMyTrip, Airbnb, Others","Hidden charges, Poor UI/UX",Desktop Website,₹99,Unsure,Only if price difference is small,Not Likely,Brand name,Price,No,AI chatbot
35–44,591566,High School,Working Professional,Once a year,Weekly,City Hotel,1–3 days,2,<2000,Best amenities,Never,Yes,Neutral,"Hotel comparison engine, Customer reviews","OYO, MakeMyTrip, Airbnb, Others",Poor UI/UX,Travel Agent,₹199,Never,Only if price difference is small,Not Likely,Reviews,Reviews,Yes,
25–34,42986,Master’s Degree,Business Owner,Once a year,1–2 times a quarter,Resort Hotel,4–7 days,2,2000–4000,Best amenities,Rarely,Maybe,Extremely Important,Personalized stay duration suggestions,"Agoda, Airbnb, Others","Prices fluctuate too much, Limited deals",Mobile App,₹99,Definitely,"Yes, definitely",Not Likely,Price,Brand name,Yes,AI chatbot
18–24,531397,Master’s Degree,Student,Once a year,Occasionally,City Hotel,1–3 days,1,4000–7000,Best amenities,Always,No,Extremely Important,"Targeted discount alerts, Personalized stay duration suggestions","Airbnb, OYO, MakeMyTrip, Agoda","Limited deals, Lack of transparent pricing",Mobile App,₹99,Never,Only if price difference is small,Not Likely,Location,Price,Yes,
25–34,1506577,Master’s Degree,Other,Every quarter,Occasionally,City Hotel,Same day,2,2000–4000,Balanced,Never,Yes,Not Important,"Customer reviews, Hotel comparison engine, Personalized stay duration suggestions","Others, Goibibo",Hidden charges,Mobile App,₹99,Probably,"Yes, definitely",Absolutely,Brand name,Reviews,Yes,Early check-in
18–24,283111,Bachelor’s Degree,Working Professional,2–3 times a year,Weekly,Resort Hotel,Same day,More than 10,2000–4000,Lowest price,Always,Maybe,Not Important,Hotel comparison engine,"OYO, Airbnb","Limited deals, Poor UI/UX, Lack of transparent pricing",Desktop Website,₹0,Probably Not,No,Maybe,Amenities,Location,No,Late check-out
55+,272128,Master’s Degree,Student,Once a year,1–2 times a quarter,Resort Hotel,4–7 days,2,>10000,Best amenities,Sometimes,Yes,Not Important,Customer reviews,"Goibibo, Others, Agoda","Poor UI/UX, Hidden charges",Travel Agent,₹299+,Definitely,Only if price difference is small,Not Likely,Brand name,Price,No,
45–54,253412,High School,Working Professional,Once a year,Weekly,No Preference,Same day,2,4000–7000,Best amenities,Rarely,No,Neutral,"Targeted discount alerts, Real-time price predictions",OYO,Poor UI/UX,Mobile App,₹0,Probably Not,No,Absolutely,Location,Reviews,No,
35–44,2066885,Bachelor’s Degree,Freelancer,Once a year,Monthly,City Hotel,4–7 days,2,7000–10000,Balanced,Always,Yes,Extremely Important,Hotel comparison engine,"Others, Airbnb, Goibibo, OYO","Lack of transparent pricing, Booking too late, Limited deals",Mobile App,₹0,Definitely,"Yes, definitely",Absolutely,Reviews,Location,No,Loyalty rewards
45–54,1122626,Master’s Degree,Other,Rarely,Occasionally,City Hotel,4–7 days,3–5,2000–4000,Lowest price,Sometimes,Maybe,Somewhat Important,"Targeted discount alerts, Personalized stay duration suggestions","OYO, Agoda",Poor UI/UX,Mobile App,₹99,Probably,"Yes, definitely",Absolutely,Price,Price,Yes,AI chatbot
45–54,119830,Master’s Degree,Other,Every quarter,Weekly,City Hotel,Same day,6–10,4000–7000,Best amenities,Sometimes,Yes,Neutral,Customer reviews,"Booking.com, OYO, Airbnb","Prices fluctuate too much, Limited deals",Mobile App,₹299+,Probably,No,Maybe,Reviews,Reviews,Yes,AI chatbot
25–34,527297,High School,Freelancer,Rarely,Occasionally,City Hotel,15+ days,2,<2000,Balanced,Sometimes,Maybe,Not Important,"Customer reviews, Hotel comparison engine, Targeted discount alerts, Personalized stay duration suggestions","Agoda, Booking.com, OYO","Poor UI/UX, Limited deals, Lack of transparent pricing",Travel Agent,₹0,Definitely,Only if price difference is small,Absolutely,Brand name,Brand name,No,AI chatbot
45–54,998869,Bachelor’s Degree,Other,Every quarter,1–2 times a quarter,No Preference,4–7 days,1,<2000,Lowest price,Never,No,Extremely Important,"Customer reviews, Personalized stay duration suggestions, Hotel comparison engine",MakeMyTrip,"Limited deals, Prices fluctuate too much, Booking too late",Travel Agent,₹299+,Unsure,Only if price difference is small,Maybe,Location,Price,No,Early check-in
35–44,1724041,Bachelor’s Degree,Freelancer,Once a year,Never,Resort Hotel,Same day,2,2000–4000,Lowest price,Never,Maybe,Not Important,"Real-time price predictions, Targeted discount alerts","Goibibo, OYO, Booking.com","Limited deals, Poor UI/UX",Travel Agent,₹99,Definitely,Only if price difference is small,Maybe,Price,Price,No,
45–54,1014842,Bachelor’s Degree,Student,2–3 times a year,Weekly,Resort Hotel,15+ days,1,2000–4000,Best amenities,Rarely,Maybe,Somewhat Important,Customer reviews,"Others, Airbnb",Prices fluctuate too much,Desktop Website,₹0,Probably,No,Maybe,Location,Location,No,AI chatbot
45–54,736846,Bachelor’s Degree,Retired,Monthly or more,Weekly,City Hotel,4–7 days,2,7000–10000,Best amenities,Rarely,Maybe,Somewhat Important,Hotel comparison engine,"Booking.com, Goibibo, Airbnb","Hidden charges, Poor UI/UX, Booking too late",Mobile App,₹299+,Probably Not,"Yes, definitely",Maybe,Location,Reviews,No,AI chatbot
25–34,715696,High School,Working Professional,Monthly or more,Occasionally,City Hotel,15+ days,3–5,2000–4000,Best amenities,Sometimes,No,Extremely Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions, Hotel comparison engine","OYO, Airbnb, Agoda","Limited deals, Hidden charges, Prices fluctuate too much",Mobile App,Depends on the savings,Never,No,Absolutely,Brand name,Brand name,No,
18–24,70346,Bachelor’s Degree,Freelancer,Once a year,1–2 times a quarter,City Hotel,8–14 days,2,4000–7000,Best amenities,Rarely,Maybe,Neutral,Real-time price predictions,"Airbnb, OYO, Others, Agoda","Hidden charges, Poor UI/UX",Mobile App,₹0,Probably Not,"Yes, definitely",Absolutely,Reviews,Location,Yes,Loyalty rewards
